Loan,Region,Rating,EAD,LGD,PD,Alpha,Gamma,Threshold
13792,0,1,22324.81,0.2,0.0002,0.68,0.733212111,-3.540083799
13793,0,3,62483.95,0.2,0.0064,0.3,0.953939201,-2.489285865
13794,0,4,113312.4,0.2,0.0148,0.75,0.661437828,-2.175402064
13795,0,3,103040.54,0.2,0.0064,0.29,0.957026645,-2.489285865
13796,0,3,127575.96,0.2,0.0064,0.62,0.78460181,-2.489285865
13797,0,3,78043.44,0.2,0.0064,0.42,0.907524104,-2.489285865
13798,0,2,76261.62,0.2,0.0006,0.53,0.847997642,-3.238880118
13799,0,4,232438.86,0.2,0.0148,0.21,0.977701386,-2.175402064
13800,0,2,151160.09,0.2,0.0006,0.31,0.950736557,-3.238880118
13801,0,3,163180.77,0.2,0.0064,0.75,0.661437828,-2.489285865
13802,0,3,86854.21,0.2,0.0064,0.57,0.821644692,-2.489285865
13803,0,4,41591.18,0.2,0.0148,0.71,0.704201676,-2.175402064
13804,0,2,75623.46,0.2,0.0006,0.32,0.947417543,-3.238880118
13805,0,3,84.59,0.2,0.0064,0.48,0.877268488,-2.489285865
13806,0,2,130079.42,0.2,0.0006,0.77,0.638043886,-3.238880118
13807,0,5,56365.55,0.2,0.0568,0.25,0.968245837,-1.582217179
13808,0,2,232048.68,0.2,0.0006,0.53,0.847997642,-3.238880118
13809,0,5,51219.76,0.2,0.0568,0.29,0.957026645,-1.582217179
13810,0,2,172488.87,0.2,0.0006,0.57,0.821644692,-3.238880118
13811,0,3,77724.18,0.2,0.0064,0.63,0.776595133,-2.489285865
13812,0,4,35274.55,0.2,0.0148,0.67,0.742361098,-2.175402064
13813,0,4,61597.05,0.2,0.0148,0.37,0.929031754,-2.175402064
13814,0,4,134269.66,0.2,0.0148,0.32,0.947417543,-2.175402064
13815,0,3,18435.5,0.2,0.0064,0.69,0.723809367,-2.489285865
13816,0,1,264348.03,0.2,0.0002,0.44,0.897997773,-3.540083799
13817,0,2,189106.09,0.2,0.0006,0.68,0.733212111,-3.238880118
13818,0,3,123965.68,0.2,0.0064,0.6,0.8,-2.489285865
13819,0,3,133304.75,0.2,0.0064,0.3,0.953939201,-2.489285865
13820,0,4,90819.06,0.2,0.0148,0.3,0.953939201,-2.175402064
13821,0,4,291046.38,0.2,0.0148,0.25,0.968245837,-2.175402064
13822,0,2,26035.93,0.2,0.0006,0.71,0.704201676,-3.238880118
13823,0,3,99605.15,0.2,0.0064,0.49,0.871722433,-2.489285865
13824,0,3,134660.02,0.2,0.0064,0.53,0.847997642,-2.489285865
13825,0,2,22575.85,0.2,0.0006,0.41,0.912085522,-3.238880118
13826,0,2,62649.98,0.2,0.0006,0.42,0.907524104,-3.238880118
13827,0,2,9332.72,0.2,0.0006,0.49,0.871722433,-3.238880118
13828,0,3,23820.62,0.2,0.0064,0.29,0.957026645,-2.489285865
13829,0,6,27143.77,0.2,0.0768,0.48,0.877268488,-1.426930252
13830,0,2,50314.26,0.2,0.0006,0.53,0.847997642,-3.238880118
13831,0,3,6014.23,0.2,0.0064,0.67,0.742361098,-2.489285865
13832,0,4,23398.96,0.2,0.0148,0.79,0.613106842,-2.175402064
13833,0,3,6007.48,0.2,0.0064,0.21,0.977701386,-2.489285865
13834,0,3,41016.55,0.2,0.0064,0.78,0.625779514,-2.489285865
13835,0,2,174426.15,0.2,0.0006,0.61,0.792401413,-3.238880118
13836,0,3,218238.9,0.2,0.0064,0.31,0.950736557,-2.489285865
13837,0,4,173088.83,0.2,0.0148,0.55,0.835164654,-2.175402064
13838,0,3,217849.94,0.2,0.0064,0.6,0.8,-2.489285865
13839,0,2,2659.61,0.2,0.0006,0.79,0.613106842,-3.238880118
13840,0,4,28717.73,0.2,0.0148,0.38,0.924986486,-2.175402064
13841,0,2,11480.93,0.2,0.0006,0.23,0.973190629,-3.238880118
13842,0,6,114492.71,0.2,0.0768,0.53,0.847997642,-1.426930252
13843,0,3,28303.82,0.2,0.0064,0.57,0.821644692,-2.489285865
13844,0,3,11692.56,0.2,0.0064,0.42,0.907524104,-2.489285865
13845,0,3,326202.64,0.2,0.0064,0.21,0.977701386,-2.489285865
13846,0,4,94855.01,0.2,0.0148,0.57,0.821644692,-2.175402064
13847,0,3,43004.48,0.2,0.0064,0.47,0.882666415,-2.489285865
13848,0,3,3485.59,0.2,0.0064,0.49,0.871722433,-2.489285865
13849,0,3,189307.32,0.2,0.0064,0.59,0.807403245,-2.489285865
13850,0,2,57563.91,0.2,0.0006,0.74,0.672606869,-3.238880118
13851,0,2,21785.03,0.2,0.0006,0.41,0.912085522,-3.238880118
13852,0,3,31718.87,0.2,0.0064,0.78,0.625779514,-2.489285865
13853,0,5,84095.57,0.2,0.0568,0.3,0.953939201,-1.582217179
13854,0,2,62559.73,0.2,0.0006,0.41,0.912085522,-3.238880118
13855,0,2,125525.14,0.2,0.0006,0.48,0.877268488,-3.238880118
13856,0,2,12390.1,0.2,0.0006,0.73,0.683447145,-3.238880118
13857,0,4,29191.8,0.2,0.0148,0.23,0.973190629,-2.175402064
13858,0,3,78558.15,0.2,0.0064,0.31,0.950736557,-2.489285865
13859,0,2,73169.95,0.2,0.0006,0.77,0.638043886,-3.238880118
13860,0,4,47819.51,0.2,0.0148,0.46,0.887918915,-2.175402064
13861,0,4,66729.44,0.2,0.0148,0.56,0.828492607,-2.175402064
13862,0,6,98560.45,0.2,0.0768,0.65,0.759934208,-1.426930252
13863,0,3,35403.38,0.2,0.0064,0.7,0.714142843,-2.489285865
13864,0,4,63955.57,0.2,0.0148,0.51,0.860174401,-2.175402064
13865,0,2,29715.82,0.2,0.0006,0.76,0.649923072,-3.238880118
13866,0,3,152344.14,0.2,0.0064,0.21,0.977701386,-2.489285865
13867,0,3,43577.91,0.2,0.0064,0.74,0.672606869,-2.489285865
13868,0,2,152944.91,0.2,0.0006,0.35,0.9367497,-3.238880118
13869,0,3,131331,0.2,0.0064,0.74,0.672606869,-2.489285865
13870,0,3,11603.12,0.2,0.0064,0.8,0.6,-2.489285865
13871,0,2,247128.74,0.2,0.0006,0.45,0.893028555,-3.238880118
13872,0,2,120149.66,0.2,0.0006,0.32,0.947417543,-3.238880118
13873,0,2,24285.87,0.2,0.0006,0.77,0.638043886,-3.238880118
13874,0,4,84051,0.2,0.0148,0.47,0.882666415,-2.175402064
13875,0,4,59531.17,0.2,0.0148,0.49,0.871722433,-2.175402064
13876,0,3,76257.17,0.2,0.0064,0.58,0.814616474,-2.489285865
13877,0,3,98909.18,0.2,0.0064,0.58,0.814616474,-2.489285865
13878,0,2,99518.61,0.2,0.0006,0.23,0.973190629,-3.238880118
13879,0,4,38635.75,0.2,0.0148,0.68,0.733212111,-2.175402064
13880,0,4,87374.81,0.2,0.0148,0.28,0.96,-2.175402064
13881,0,3,7733.96,0.2,0.0064,0.48,0.877268488,-2.489285865
13882,0,4,89537.61,0.2,0.0148,0.32,0.947417543,-2.175402064
13883,0,4,199800.43,0.2,0.0148,0.76,0.649923072,-2.175402064
13884,0,4,233013.21,0.2,0.0148,0.37,0.929031754,-2.175402064
13885,0,4,47703.03,0.2,0.0148,0.41,0.912085522,-2.175402064
13886,0,5,261996.97,0.2,0.0568,0.57,0.821644692,-1.582217179
13887,0,3,55861.57,0.2,0.0064,0.35,0.9367497,-2.489285865
13888,0,4,3027.18,0.2,0.0148,0.58,0.814616474,-2.175402064
13889,0,4,678.78,0.2,0.0148,0.49,0.871722433,-2.175402064
13890,0,3,22724.61,0.2,0.0064,0.44,0.897997773,-2.489285865
13891,0,3,279315.48,0.2,0.0064,0.35,0.9367497,-2.489285865
13892,0,3,114451.7,0.2,0.0064,0.56,0.828492607,-2.489285865
13893,0,1,163385.49,0.2,0.0002,0.39,0.920814857,-3.540083799
13894,0,3,9026.31,0.2,0.0064,0.39,0.920814857,-2.489285865
13895,0,3,150501.55,0.2,0.0064,0.71,0.704201676,-2.489285865
13896,0,4,79449.31,0.2,0.0148,0.29,0.957026645,-2.175402064
13897,0,3,340630.63,0.2,0.0064,0.69,0.723809367,-2.489285865
13898,0,3,44110.87,0.2,0.0064,0.79,0.613106842,-2.489285865
13899,0,3,247119.28,0.2,0.0064,0.5,0.866025404,-2.489285865
13900,0,3,60068.37,0.2,0.0064,0.37,0.929031754,-2.489285865
13901,0,4,16794.67,0.2,0.0148,0.33,0.943980932,-2.175402064
13902,0,3,13120.73,0.2,0.0064,0.62,0.78460181,-2.489285865
13903,0,2,4800.87,0.2,0.0006,0.74,0.672606869,-3.238880118
13904,0,2,92610.29,0.2,0.0006,0.77,0.638043886,-3.238880118
13905,0,3,30257.23,0.2,0.0064,0.43,0.902828887,-2.489285865
13906,0,3,33373.3,0.2,0.0064,0.3,0.953939201,-2.489285865
13907,0,4,22217.43,0.2,0.0148,0.45,0.893028555,-2.175402064
13908,0,3,1948.58,0.2,0.0064,0.24,0.970772888,-2.489285865
13909,0,2,83872.31,0.2,0.0006,0.54,0.841665017,-3.238880118
13910,0,3,281518.21,0.2,0.0064,0.34,0.940425436,-2.489285865
13911,0,4,86038.44,0.2,0.0148,0.22,0.975499872,-2.175402064
13912,0,3,4702.08,0.2,0.0064,0.22,0.975499872,-2.489285865
13913,0,1,144324.28,0.2,0.0002,0.45,0.893028555,-3.540083799
13914,0,3,72265.72,0.2,0.0064,0.78,0.625779514,-2.489285865
13915,0,4,140385.21,0.2,0.0148,0.62,0.78460181,-2.175402064
13916,0,4,640865.58,0.2,0.0148,0.74,0.672606869,-2.175402064
13917,0,3,83833.33,0.2,0.0064,0.7,0.714142843,-2.489285865
13918,0,4,289580.55,0.2,0.0148,0.77,0.638043886,-2.175402064
13919,0,4,90150.78,0.2,0.0148,0.58,0.814616474,-2.175402064
13920,0,3,27900.54,0.2,0.0064,0.6,0.8,-2.489285865
13921,0,6,182874.92,0.2,0.0768,0.32,0.947417543,-1.426930252
13922,0,3,104967.91,0.2,0.0064,0.55,0.835164654,-2.489285865
13923,0,1,14791.76,0.2,0.0002,0.52,0.85416626,-3.540083799
13924,0,3,4459.32,0.2,0.0064,0.45,0.893028555,-2.489285865
13925,0,5,144748.74,0.2,0.0568,0.74,0.672606869,-1.582217179
13926,0,4,66270.97,0.2,0.0148,0.76,0.649923072,-2.175402064
13927,0,2,142747.52,0.2,0.0006,0.51,0.860174401,-3.238880118
13928,0,3,15757.75,0.2,0.0064,0.33,0.943980932,-2.489285865
13929,0,2,168748.51,0.2,0.0006,0.62,0.78460181,-3.238880118
13930,0,3,112415.65,0.2,0.0064,0.72,0.693974063,-2.489285865
13931,0,4,34564.25,0.2,0.0148,0.36,0.932952303,-2.175402064
13932,0,4,130326.26,0.2,0.0148,0.43,0.902828887,-2.175402064
13933,0,5,54091.94,0.2,0.0568,0.28,0.96,-1.582217179
13934,0,2,65016.37,0.2,0.0006,0.38,0.924986486,-3.238880118
13935,0,3,11520.03,0.2,0.0064,0.67,0.742361098,-2.489285865
13936,0,5,3914.51,0.2,0.0568,0.51,0.860174401,-1.582217179
13937,0,3,287769.61,0.2,0.0064,0.24,0.970772888,-2.489285865
13938,0,3,286999.49,0.2,0.0064,0.77,0.638043886,-2.489285865
13939,0,5,192967.39,0.2,0.0568,0.69,0.723809367,-1.582217179
13940,0,4,34920.61,0.2,0.0148,0.26,0.965608616,-2.175402064
13941,0,4,120617.86,0.2,0.0148,0.38,0.924986486,-2.175402064
13942,0,2,18219.07,0.2,0.0006,0.7,0.714142843,-3.238880118
13943,0,3,78743.31,0.2,0.0064,0.45,0.893028555,-2.489285865
13944,0,4,93911.55,0.2,0.0148,0.34,0.940425436,-2.175402064
13945,0,3,280546.02,0.2,0.0064,0.41,0.912085522,-2.489285865
13946,0,3,69685.43,0.2,0.0064,0.22,0.975499872,-2.489285865
13947,0,3,65162.8,0.2,0.0064,0.53,0.847997642,-2.489285865
13948,0,4,209750.97,0.2,0.0148,0.65,0.759934208,-2.175402064
13949,0,3,81398.39,0.2,0.0064,0.23,0.973190629,-2.489285865
13950,0,2,464655.73,0.2,0.0006,0.35,0.9367497,-3.238880118
13951,0,3,29031.33,0.2,0.0064,0.28,0.96,-2.489285865
13952,0,3,340976.37,0.2,0.0064,0.51,0.860174401,-2.489285865
13953,0,1,6250.02,0.2,0.0002,0.39,0.920814857,-3.540083799
13954,0,2,15808.37,0.2,0.0006,0.5,0.866025404,-3.238880118
13955,0,3,95533.38,0.2,0.0064,0.67,0.742361098,-2.489285865
13956,0,5,378674.76,0.2,0.0568,0.76,0.649923072,-1.582217179
13957,0,3,58243.83,0.2,0.0064,0.42,0.907524104,-2.489285865
13958,0,3,36602.65,0.2,0.0064,0.45,0.893028555,-2.489285865
13959,0,4,55208.07,0.2,0.0148,0.48,0.877268488,-2.175402064
13960,0,3,14860.43,0.2,0.0064,0.46,0.887918915,-2.489285865
13961,0,4,58265.99,0.2,0.0148,0.75,0.661437828,-2.175402064
13962,0,4,15321.45,0.2,0.0148,0.65,0.759934208,-2.175402064
13963,0,3,33672.22,0.2,0.0064,0.39,0.920814857,-2.489285865
13964,0,2,20942.04,0.2,0.0006,0.28,0.96,-3.238880118
13965,0,3,21021.97,0.2,0.0064,0.51,0.860174401,-2.489285865
13966,0,3,7252.52,0.2,0.0064,0.49,0.871722433,-2.489285865
13967,0,2,48424.94,0.2,0.0006,0.37,0.929031754,-3.238880118
13968,0,2,57629.34,0.2,0.0006,0.56,0.828492607,-3.238880118
13969,0,2,31803.8,0.2,0.0006,0.3,0.953939201,-3.238880118
13970,0,4,78071.98,0.2,0.0148,0.69,0.723809367,-2.175402064
13971,0,4,41367.01,0.2,0.0148,0.63,0.776595133,-2.175402064
13972,0,2,69127.63,0.2,0.0006,0.57,0.821644692,-3.238880118
13973,0,1,137995.21,0.2,0.0002,0.71,0.704201676,-3.540083799
13974,0,4,436630.36,0.2,0.0148,0.64,0.768374908,-2.175402064
13975,0,3,38027.27,0.2,0.0064,0.68,0.733212111,-2.489285865
13976,0,3,33351.7,0.2,0.0064,0.72,0.693974063,-2.489285865
13977,0,4,67952.51,0.2,0.0148,0.5,0.866025404,-2.175402064
13978,0,3,56297.54,0.2,0.0064,0.28,0.96,-2.489285865
13979,0,3,362023.33,0.2,0.0064,0.63,0.776595133,-2.489285865
13980,0,3,59375.83,0.2,0.0064,0.33,0.943980932,-2.489285865
13981,0,2,80557.28,0.2,0.0006,0.66,0.751265599,-3.238880118
13982,0,4,173639.16,0.2,0.0148,0.28,0.96,-2.175402064
13983,0,4,74884.07,0.2,0.0148,0.2,0.979795897,-2.175402064
13984,0,4,16408.6,0.2,0.0148,0.63,0.776595133,-2.175402064
13985,0,3,121401.07,0.2,0.0064,0.69,0.723809367,-2.489285865
13986,0,4,14882.52,0.2,0.0148,0.23,0.973190629,-2.175402064
13987,0,4,8609.55,0.2,0.0148,0.42,0.907524104,-2.175402064
13988,0,6,106650.67,0.2,0.0768,0.27,0.962860322,-1.426930252
13989,0,4,158269.03,0.2,0.0148,0.62,0.78460181,-2.175402064
13990,0,3,101931.55,0.2,0.0064,0.56,0.828492607,-2.489285865
13991,0,4,20115.17,0.2,0.0148,0.53,0.847997642,-2.175402064
13992,0,3,68884.53,0.2,0.0064,0.36,0.932952303,-2.489285865
13993,0,3,33290.49,0.2,0.0064,0.6,0.8,-2.489285865
13994,0,3,65974.37,0.2,0.0064,0.43,0.902828887,-2.489285865
13995,0,5,66139.75,0.2,0.0568,0.48,0.877268488,-1.582217179
13996,0,3,160346.61,0.2,0.0064,0.51,0.860174401,-2.489285865
13997,0,4,47367.88,0.2,0.0148,0.52,0.85416626,-2.175402064
13998,0,1,25664.29,0.2,0.0002,0.61,0.792401413,-3.540083799
13999,0,4,113128.49,0.2,0.0148,0.46,0.887918915,-2.175402064
14000,0,2,19664.66,0.2,0.0006,0.32,0.947417543,-3.238880118
14001,0,6,17644.39,0.2,0.0768,0.61,0.792401413,-1.426930252
14002,0,2,13646.03,0.2,0.0006,0.64,0.768374908,-3.238880118
14003,0,3,105383.71,0.2,0.0064,0.77,0.638043886,-2.489285865
14004,0,1,12488.63,0.2,0.0002,0.41,0.912085522,-3.540083799
14005,0,3,5468.92,0.2,0.0064,0.79,0.613106842,-2.489285865
14006,0,3,139080.44,0.2,0.0064,0.63,0.776595133,-2.489285865
14007,0,2,37097.05,0.2,0.0006,0.26,0.965608616,-3.238880118
14008,0,2,1475.21,0.2,0.0006,0.66,0.751265599,-3.238880118
14009,0,1,137501.37,0.2,0.0002,0.34,0.940425436,-3.540083799
14010,0,2,108478.63,0.2,0.0006,0.7,0.714142843,-3.238880118
14011,0,3,321594.41,0.2,0.0064,0.24,0.970772888,-2.489285865
14012,0,3,1938.59,0.2,0.0064,0.34,0.940425436,-2.489285865
14013,0,2,174414.05,0.2,0.0006,0.7,0.714142843,-3.238880118
14014,0,3,66790.16,0.2,0.0064,0.63,0.776595133,-2.489285865
14015,0,4,24392.58,0.2,0.0148,0.27,0.962860322,-2.175402064
14016,0,4,89542.73,0.2,0.0148,0.54,0.841665017,-2.175402064
14017,0,2,194411.85,0.2,0.0006,0.7,0.714142843,-3.238880118
14018,0,3,13190.92,0.2,0.0064,0.6,0.8,-2.489285865
14019,0,1,225895.32,0.2,0.0002,0.43,0.902828887,-3.540083799
14020,0,3,11913.27,0.2,0.0064,0.62,0.78460181,-2.489285865
14021,0,3,17182.85,0.2,0.0064,0.26,0.965608616,-2.489285865
14022,0,6,54211.09,0.2,0.0768,0.38,0.924986486,-1.426930252
14023,0,2,92933.13,0.2,0.0006,0.6,0.8,-3.238880118
14024,0,2,53081.29,0.2,0.0006,0.32,0.947417543,-3.238880118
14025,0,2,384270.75,0.2,0.0006,0.43,0.902828887,-3.238880118
14026,0,3,491.97,0.2,0.0064,0.4,0.916515139,-2.489285865
14027,0,2,54036.25,0.2,0.0006,0.23,0.973190629,-3.238880118
14028,0,4,42064.97,0.2,0.0148,0.41,0.912085522,-2.175402064
14029,0,3,259222.97,0.2,0.0064,0.74,0.672606869,-2.489285865
14030,0,3,172984.66,0.2,0.0064,0.63,0.776595133,-2.489285865
14031,0,3,16117.96,0.2,0.0064,0.54,0.841665017,-2.489285865
14032,0,2,45538.59,0.2,0.0006,0.27,0.962860322,-3.238880118
14033,0,3,166771.46,0.2,0.0064,0.22,0.975499872,-2.489285865
14034,0,1,108714.62,0.2,0.0002,0.51,0.860174401,-3.540083799
14035,0,2,90581.78,0.2,0.0006,0.6,0.8,-3.238880118
14036,0,4,35041.95,0.2,0.0148,0.3,0.953939201,-2.175402064
14037,0,3,97198.18,0.2,0.0064,0.35,0.9367497,-2.489285865
14038,0,3,88993.11,0.2,0.0064,0.75,0.661437828,-2.489285865
14039,0,2,105895.59,0.2,0.0006,0.59,0.807403245,-3.238880118
14040,0,4,717.98,0.2,0.0148,0.23,0.973190629,-2.175402064
14041,0,4,103305.82,0.2,0.0148,0.37,0.929031754,-2.175402064
14042,0,3,96082.53,0.2,0.0064,0.61,0.792401413,-2.489285865
14043,0,4,37239.16,0.2,0.0148,0.25,0.968245837,-2.175402064
14044,0,3,4447.08,0.2,0.0064,0.55,0.835164654,-2.489285865
14045,0,2,140523.14,0.2,0.0006,0.56,0.828492607,-3.238880118
14046,0,3,53073.17,0.2,0.0064,0.34,0.940425436,-2.489285865
14047,0,3,120348.49,0.2,0.0064,0.56,0.828492607,-2.489285865
14048,0,3,38286.07,0.2,0.0064,0.63,0.776595133,-2.489285865
14049,0,5,96586.93,0.2,0.0568,0.74,0.672606869,-1.582217179
14050,0,3,39610.67,0.2,0.0064,0.66,0.751265599,-2.489285865
14051,0,4,78871.89,0.2,0.0148,0.57,0.821644692,-2.175402064
14052,0,3,161556.2,0.2,0.0064,0.47,0.882666415,-2.489285865
14053,0,4,193157.43,0.2,0.0148,0.4,0.916515139,-2.175402064
14054,0,3,14784.91,0.2,0.0064,0.51,0.860174401,-2.489285865
14055,0,4,288422.77,0.2,0.0148,0.56,0.828492607,-2.175402064
14056,0,4,186077.57,0.2,0.0148,0.53,0.847997642,-2.175402064
14057,0,3,1890.84,0.2,0.0064,0.68,0.733212111,-2.489285865
14058,0,3,190393.58,0.2,0.0064,0.58,0.814616474,-2.489285865
14059,0,2,58565.8,0.2,0.0006,0.56,0.828492607,-3.238880118
14060,0,3,56638.52,0.2,0.0064,0.58,0.814616474,-2.489285865
14061,0,4,15924.41,0.2,0.0148,0.2,0.979795897,-2.175402064
14062,0,3,192563.43,0.2,0.0064,0.7,0.714142843,-2.489285865
14063,0,4,157771.38,0.2,0.0148,0.63,0.776595133,-2.175402064
14064,0,3,92137.79,0.2,0.0064,0.32,0.947417543,-2.489285865
14065,0,5,36499.54,0.2,0.0568,0.62,0.78460181,-1.582217179
14066,0,3,135640.13,0.2,0.0064,0.72,0.693974063,-2.489285865
14067,0,1,38035.56,0.2,0.0002,0.8,0.6,-3.540083799
14068,0,4,90554.21,0.2,0.0148,0.6,0.8,-2.175402064
14069,0,3,50336.47,0.2,0.0064,0.37,0.929031754,-2.489285865
14070,0,3,16261.94,0.2,0.0064,0.72,0.693974063,-2.489285865
14071,0,3,55641.89,0.2,0.0064,0.25,0.968245837,-2.489285865
14072,0,1,32325.27,0.2,0.0002,0.21,0.977701386,-3.540083799
14073,0,2,24637.81,0.2,0.0006,0.74,0.672606869,-3.238880118
14074,0,4,10260.96,0.2,0.0148,0.75,0.661437828,-2.175402064
14075,0,3,35636.66,0.2,0.0064,0.67,0.742361098,-2.489285865
14076,0,1,211724.54,0.2,0.0002,0.36,0.932952303,-3.540083799
14077,0,3,44888.84,0.2,0.0064,0.79,0.613106842,-2.489285865
14078,0,4,12860.76,0.2,0.0148,0.68,0.733212111,-2.175402064
14079,0,3,55014.91,0.2,0.0064,0.38,0.924986486,-2.489285865
14080,0,2,168983.49,0.2,0.0006,0.48,0.877268488,-3.238880118
14081,0,2,30702.18,0.2,0.0006,0.68,0.733212111,-3.238880118
14082,0,3,23792.61,0.2,0.0064,0.44,0.897997773,-2.489285865
14083,0,2,396648.29,0.2,0.0006,0.71,0.704201676,-3.238880118
14084,0,4,131996.84,0.2,0.0148,0.44,0.897997773,-2.175402064
14085,0,3,293326.76,0.2,0.0064,0.23,0.973190629,-2.489285865
14086,0,3,136597.63,0.2,0.0064,0.44,0.897997773,-2.489285865
14087,0,3,69038.29,0.2,0.0064,0.2,0.979795897,-2.489285865
14088,0,3,142737.54,0.2,0.0064,0.61,0.792401413,-2.489285865
14089,0,5,110093.34,0.2,0.0568,0.79,0.613106842,-1.582217179
14090,0,2,2702.98,0.2,0.0006,0.74,0.672606869,-3.238880118
14091,0,3,46177.91,0.2,0.0064,0.54,0.841665017,-2.489285865
14092,0,2,48071.46,0.2,0.0006,0.54,0.841665017,-3.238880118
14093,0,3,237574.61,0.2,0.0064,0.61,0.792401413,-2.489285865
14094,0,5,109325.81,0.2,0.0568,0.49,0.871722433,-1.582217179
14095,0,5,97811.49,0.2,0.0568,0.38,0.924986486,-1.582217179
14096,0,3,64314.52,0.2,0.0064,0.33,0.943980932,-2.489285865
14097,0,3,116159.99,0.2,0.0064,0.48,0.877268488,-2.489285865
14098,0,4,17264.62,0.2,0.0148,0.33,0.943980932,-2.175402064
14099,0,2,78026.15,0.2,0.0006,0.39,0.920814857,-3.238880118
14100,0,4,277364.81,0.2,0.0148,0.23,0.973190629,-2.175402064
14101,0,3,30805.83,0.2,0.0064,0.36,0.932952303,-2.489285865
14102,0,3,118531.84,0.2,0.0064,0.31,0.950736557,-2.489285865
14103,0,4,196389.76,0.2,0.0148,0.25,0.968245837,-2.175402064
14104,0,3,38302.75,0.2,0.0064,0.54,0.841665017,-2.489285865
14105,0,3,23412.45,0.2,0.0064,0.38,0.924986486,-2.489285865
14106,0,2,13684.55,0.2,0.0006,0.21,0.977701386,-3.238880118
14107,0,2,198603.59,0.2,0.0006,0.65,0.759934208,-3.238880118
14108,0,2,3648.81,0.2,0.0006,0.71,0.704201676,-3.238880118
14109,0,3,25519.09,0.2,0.0064,0.47,0.882666415,-2.489285865
14110,0,3,200803.3,0.2,0.0064,0.63,0.776595133,-2.489285865
14111,0,5,9651.72,0.2,0.0568,0.3,0.953939201,-1.582217179
14112,0,3,52566.23,0.2,0.0064,0.7,0.714142843,-2.489285865
14113,0,4,289179.55,0.2,0.0148,0.32,0.947417543,-2.175402064
14114,0,3,2603.21,0.2,0.0064,0.27,0.962860322,-2.489285865
14115,0,2,182566.32,0.2,0.0006,0.21,0.977701386,-3.238880118
14116,0,2,52626.24,0.2,0.0006,0.58,0.814616474,-3.238880118
14117,0,5,2778.07,0.2,0.0568,0.53,0.847997642,-1.582217179
14118,0,1,89330.15,0.2,0.0002,0.71,0.704201676,-3.540083799
14119,0,2,290728.11,0.2,0.0006,0.52,0.85416626,-3.238880118
14120,0,2,7501.54,0.2,0.0006,0.62,0.78460181,-3.238880118
14121,0,2,36088.83,0.2,0.0006,0.37,0.929031754,-3.238880118
14122,0,4,31866.45,0.2,0.0148,0.75,0.661437828,-2.175402064
14123,0,2,14887.76,0.2,0.0006,0.29,0.957026645,-3.238880118
14124,0,4,150427.06,0.2,0.0148,0.8,0.6,-2.175402064
14125,0,4,58738.92,0.2,0.0148,0.3,0.953939201,-2.175402064
14126,0,3,39148.78,0.2,0.0064,0.4,0.916515139,-2.489285865
14127,0,5,373088.62,0.2,0.0568,0.33,0.943980932,-1.582217179
14128,0,3,155401.01,0.2,0.0064,0.4,0.916515139,-2.489285865
14129,0,3,34479.81,0.2,0.0064,0.3,0.953939201,-2.489285865
14130,0,3,58661.84,0.2,0.0064,0.27,0.962860322,-2.489285865
14131,0,4,113524.02,0.2,0.0148,0.38,0.924986486,-2.175402064
14132,0,4,218692.61,0.2,0.0148,0.35,0.9367497,-2.175402064
14133,0,3,73064.78,0.2,0.0064,0.45,0.893028555,-2.489285865
14134,0,2,42059.73,0.2,0.0006,0.5,0.866025404,-3.238880118
14135,0,2,115444.47,0.2,0.0006,0.28,0.96,-3.238880118
14136,0,3,210462.57,0.2,0.0064,0.46,0.887918915,-2.489285865
14137,0,3,22571.42,0.2,0.0064,0.26,0.965608616,-2.489285865
14138,0,3,178177.3,0.2,0.0064,0.66,0.751265599,-2.489285865
14139,0,3,37341.14,0.2,0.0064,0.54,0.841665017,-2.489285865
14140,0,3,381821.62,0.2,0.0064,0.41,0.912085522,-2.489285865
14141,0,5,9115.95,0.2,0.0568,0.4,0.916515139,-1.582217179
14142,0,3,72398.26,0.2,0.0064,0.45,0.893028555,-2.489285865
14143,0,4,107990.79,0.2,0.0148,0.37,0.929031754,-2.175402064
14144,0,2,504882.34,0.2,0.0006,0.32,0.947417543,-3.238880118
14145,0,4,37209.07,0.2,0.0148,0.71,0.704201676,-2.175402064
14146,0,3,115875.69,0.2,0.0064,0.39,0.920814857,-2.489285865
14147,0,2,19093.38,0.2,0.0006,0.26,0.965608616,-3.238880118
14148,0,3,253512,0.2,0.0064,0.27,0.962860322,-2.489285865
14149,0,4,185430.75,0.2,0.0148,0.43,0.902828887,-2.175402064
14150,0,3,113816.22,0.2,0.0064,0.8,0.6,-2.489285865
14151,0,2,13871.37,0.2,0.0006,0.67,0.742361098,-3.238880118
14152,0,3,107887.96,0.2,0.0064,0.3,0.953939201,-2.489285865
14153,0,4,120263.69,0.2,0.0148,0.27,0.962860322,-2.175402064
14154,0,3,138838.99,0.2,0.0064,0.33,0.943980932,-2.489285865
14155,0,3,39870.41,0.2,0.0064,0.32,0.947417543,-2.489285865
14156,0,6,59436.07,0.2,0.0768,0.46,0.887918915,-1.426930252
14157,0,2,9025.57,0.2,0.0006,0.73,0.683447145,-3.238880118
14158,0,3,40388.77,0.2,0.0064,0.33,0.943980932,-2.489285865
14159,0,5,401986.55,0.2,0.0568,0.22,0.975499872,-1.582217179
